id,assignmentId,startTime,endTime,boxer,punchType,hand,target,visibilityFlags,knockdown,punchQuality,cam,stance,landed,punchResult,defenseType,labeledBy,labeledByEmail,fightTitle,createdAt,updatedAt,videoTitle,assignmentStatus,assignmentLabelType,originalLabelerEmail
cmkbdgrsv001uld04icmiupk3,cmk5kzmxl0061lh04iuzrbymt,02:43.04,02:43.32,Boxer A,Hook,Left,Body,,FALSE,1,CAM 1,Orthodox,FALSE,Unseen,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsu000ald046bgb5zut,cmk5kzmxl0061lh04iuzrbymt,02:45.42,02:45.57,Boxer B,Jab,Left,Head,Full Body;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsu0009ld048b8dqd8p,cmk5kzmxl0061lh04iuzrbymt,02:45.80,02:46.08,Boxer B,Hook,Right,Head,Full Body;Origin,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsu0008ld04nqi70say,cmk5kzmxl0061lh04iuzrbymt,02:47.58,02:47.86,Boxer B,Uppercut,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0007ld044c1yehih,cmk5kzmxl0061lh04iuzrbymt,02:47.93,02:48.15,Boxer B,Hook,Right,Body,Full Body;Origin,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0006ld04y5ylinor,cmk5kzmxl0061lh04iuzrbymt,02:48.64,02:48.88,Boxer B,Jab,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Parry,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0005ld04xubwb1dp,cmk5kzmxl0061lh04iuzrbymt,02:49.09,02:49.31,Boxer B,Jab,Left,Head,Full Body;Origin;Trajectory;Impact,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0004ld04sv6uc76x,cmk5kzmxl0061lh04iuzrbymt,02:50.47,02:50.71,Boxer B,Cross,Right,Head,Full Body;Impact,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0003ld04cky1ll8j,cmk5kzmxl0061lh04iuzrbymt,02:50.73,02:51.15,Boxer B,Jab,Left,Head,Full Body;Impact;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsv001tld04b0fgkaa5,cmk5kzmxl0061lh04iuzrbymt,02:53.07,02:53.32,Boxer A,Cross,Right,Head,Trajectory;Origin;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0002ld04gvz9um5u,cmk5kzmxl0061lh04iuzrbymt,02:55.88,02:56.14,Boxer B,Jab,Left,Head,Full Body,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0001ld04lcionkfz,cmk5kzmxl0061lh04iuzrbymt,02:57.74,02:57.92,Boxer B,Cross,Right,Head,Full Body;Trajectory;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsv001sld046nebw3q1,cmk5kzmxl0061lh04iuzrbymt,02:57.94,02:58.18,Boxer A,Jab,Left,Head,Trajectory;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrst0000ld04wtyszekw,cmk5kzmxl0061lh04iuzrbymt,03:01.23,03:01.47,Boxer B,Jab,Left,Head,Full Body;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Parry,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkbdgrsv001rld0470k5x1jd,cmk5kzmxl0061lh04iuzrbymt,03:01.68,03:01.94,Boxer A,Cross,Right,Head,Trajectory;Origin;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R2,2026-01-12T16:23:22.299Z,2026-01-12T16:23:22.299Z,David Benavidez v Anthony Yarde - R2,REVIEWED,OFFENSE,natasha@boxraw.com
cmkgzt2xg005yld05u7xy5p94,cmk5nik2o0001lb04ons4anrk,00:03.58,00:03.94,Boxer B,Jab,Left,Head,Full Body;Impact,FALSE,2,CAM 1,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007pld054x8s83jc,cmk5nik2o0001lb04ons4anrk,00:06.16,00:06.56,Boxer A,Jab,Left,Head,Full Body;Trajectory;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005xld058cyj48g1,cmk5nik2o0001lb04ons4anrk,00:07.04,00:07.38,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Trajectory;Origin;Impact,FALSE,2,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005wld0541xpbapb,cmk5nik2o0001lb04ons4anrk,00:07.38,00:07.56,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Origin,FALSE,2,CAM 1,Orthodox,FALSE,Unseen,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005vld05xx3bwt64,cmk5nik2o0001lb04ons4anrk,00:07.56,00:07.86,Boxer B,Jab,Left,Head,Full Body;Forward/Profile,FALSE,2,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005uld05ctpey4z3,cmk5nik2o0001lb04ons4anrk,00:07.93,00:08.41,Boxer B,Hook,Left,Head,Full Body;Forward/Profile;Trajectory;Impact,FALSE,2,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005tld05yyn4wifp,cmk5nik2o0001lb04ons4anrk,00:12.69,00:13.11,Boxer B,Hook,Right,Body,Origin;Trajectory;Impact,FALSE,1,CAM 3,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005sld05xpte7cqy,cmk5nik2o0001lb04ons4anrk,00:17.67,00:17.93,Boxer B,Jab,Left,Head,Full Body,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007old05tmeitwyz,cmk5nik2o0001lb04ons4anrk,00:17.70,00:18.08,Boxer A,Screwshot,Left,Head,Full Body;Forward/Profile;Origin;Impact,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005rld057hc9pq9a,cmk5nik2o0001lb04ons4anrk,00:18.15,00:18.41,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Trajectory;Origin,FALSE,2,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005qld05xaccnhvn,cmk5nik2o0001lb04ons4anrk,00:18.41,00:18.75,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Trajectory;Origin;Impact,FALSE,2,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005pld05eddobkll,cmk5nik2o0001lb04ons4anrk,00:18.86,00:19.40,Boxer B,Hook,Left,Head,Full Body;Forward/Profile;Origin;Trajectory;Impact,FALSE,1,CAM 3,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007nld05fjl86cvz,cmk5nik2o0001lb04ons4anrk,00:21.14,00:21.44,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005old05ae3arn8v,cmk5nik2o0001lb04ons4anrk,00:22.99,00:23.35,Boxer B,Jab,Left,Head,Full Body;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005nld05by3i6w23,cmk5nik2o0001lb04ons4anrk,00:23.35,00:23.69,Boxer B,Jab,Left,Body,Full Body,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xg005mld05qs2tsgf9,cmk5nik2o0001lb04ons4anrk,00:25.40,00:25.60,Boxer B,Cross,Right,Head,Origin;Trajectory,FALSE,1,CAM 3,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007mld05o1cetw2q,cmk5nik2o0001lb04ons4anrk,00:25.60,00:25.96,Boxer A,Hook,Left,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 3,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xd003vld05ib73allt,cmk5nik2o0001lb04ons4anrk,00:25.70,00:25.96,Boxer B,Hook,Left,Head,Forward/Profile,FALSE,1,CAM 3,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005lld05h72txln6,cmk5nik2o0001lb04ons4anrk,00:28.03,00:28.57,Boxer B,Jab,Left,Head,Forward/Profile;Full Body;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Slip,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007lld05rob79bjz,cmk5nik2o0001lb04ons4anrk,00:28.37,00:28.55,Boxer A,Hook,Left,Head,Full Body;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007kld05i5q0yxe8,cmk5nik2o0001lb04ons4anrk,00:28.55,00:28.87,Boxer A,Cross,Right,Head,Full Body;Forward/Profile;Trajectory;Impact,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007jld05kyzszc1n,cmk5nik2o0001lb04ons4anrk,00:29.09,00:29.49,Boxer A,Hook,Left,Head,Full Body;Origin;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005kld05441vilyo,cmk5nik2o0001lb04ons4anrk,00:29.20,00:29.56,Boxer B,Hook,Right,Body,Full Body;Trajectory;Origin;Impact,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007ild0526i5z310,cmk5nik2o0001lb04ons4anrk,00:31.63,00:31.93,Boxer A,Jab,Left,Head,Full Body;Origin;Forward/Profile;Trajectory;Impact,FALSE,1,CAM 3,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005jld05i3ft4qhe,cmk5nik2o0001lb04ons4anrk,00:31.64,00:32.12,Boxer B,Cross,Right,Head,Full Body;Trajectory;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005ild05fbwfngjn,cmk5nik2o0001lb04ons4anrk,00:33.34,00:33.74,Boxer B,Jab,Left,Head,Full Body;Trajectory;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007hld05h6j5r4m4,cmk5nik2o0001lb04ons4anrk,00:34.34,00:34.56,Boxer A,Jab,Left,Head,Full Body;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007gld05yw8b0clr,cmk5nik2o0001lb04ons4anrk,00:34.63,00:34.91,Boxer A,Cross,Right,Head,Full Body;Forward/Profile;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005hld05euejd7za,cmk5nik2o0001lb04ons4anrk,00:34.89,00:35.25,Boxer B,Cross,Right,Head,Full Body;Trajectory;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007fld05ncxb65om,cmk5nik2o0001lb04ons4anrk,00:35.48,00:35.72,Boxer A,Hook,Left,Body,Full Body;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007eld05nwao46wb,cmk5nik2o0001lb04ons4anrk,00:35.98,00:36.20,Boxer A,Hook,Right,Head,Full Body;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Duck,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007dld05do6hq8ti,cmk5nik2o0001lb04ons4anrk,00:36.20,00:36.44,Boxer A,Hook,Left,Head,Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Unseen,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005gld050h3hcnlt,cmk5nik2o0001lb04ons4anrk,00:38.41,00:38.89,Boxer B,Cross,Right,Head,Full Body;Origin;Trajectory;Impact,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005fld05grn0jh78,cmk5nik2o0001lb04ons4anrk,00:38.88,00:39.32,Boxer B,Jab,Left,Head,Forward/Profile;Trajectory,FALSE,1,CAM 3,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007cld05w0fxf78m,cmk5nik2o0001lb04ons4anrk,00:40.96,00:41.20,Boxer A,Cross,Left,Head,Forward/Profile;Origin;Trajectory,FALSE,1,CAM 3,Southpaw,FALSE,Defended,Slip,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005eld052sjez11e,cmk5nik2o0001lb04ons4anrk,00:40.98,00:41.36,Boxer B,Uppercut,Right,Body,Forward/Profile;Origin;Trajectory;Impact,FALSE,1,CAM 3,Orthodox,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005dld05bts39o1a,cmk5nik2o0001lb04ons4anrk,00:42.00,00:42.44,Boxer B,Uppercut,Right,Head,,FALSE,1,CAM 3,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005cld05ro64t31t,cmk5nik2o0001lb04ons4anrk,00:42.44,00:42.76,Boxer B,Hook,Left,Head,Full Body;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005bld05w8sdkcl2,cmk5nik2o0001lb04ons4anrk,00:44.52,00:45.12,Boxer B,Uppercut,Right,Body,Forward/Profile;Origin,FALSE,1,CAM 3,Orthodox,FALSE,Unseen,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf005ald059ao9keps,cmk5nik2o0001lb04ons4anrk,00:52.92,00:53.40,Boxer B,Cross,Right,Body,Full Body;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xi007bld05ngveedb7,cmk5nik2o0001lb04ons4anrk,00:54.87,00:55.17,Boxer A,Cross,Left,Head,Full Body;Impact,FALSE,1,CAM 1,Southpaw,TRUE,Landed,,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
cmkgzt2xf0059ld055hdd4ie4,cmk5nik2o0001lb04ons4anrk,00:57.21,00:57.57,Boxer B,Hook,Right,Head,Full Body;Forward/Profile;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmjcptqpl0000jl04r3orymsg,dan@boxraw.com,David Benavidez v Anthony Yarde - R3,2026-01-16T14:47:39.020Z,2026-01-16T14:47:39.020Z,David Benavidez v Anthony Yarde - R3,REVIEWED,OFFENSE,olly@boxraw.com
